openalex_author_id,display_name,last_name,year,literature_id,pdf_found,pdf_path,affiliation_extracted,geocode_success,geocode_display_name,note
https://openalex.org/A5100802164,Sajan John,John,2025,34535,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/John.etal.2025.Landing Records of Elusive Crocodile Sharks.pdf,A sustained research initiative needs to be undertaken to understand the distribution and migratory behavior of this species.,False,,geocode failed
https://openalex.org/A5114741314,María J. Indurain,Indurain,2025,34524,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Indurain.etal.2025.New record of Frilled shark Chlamydoselachus anguineus in South Pacific Ocean.pdf,"Programa de Conservación de Tiburones, Universidad de Antofagasta, Antofagasta, Chile, CHALLWA, Laboratorio de Biología Pesquera, Instituto de Ciencias Naturales Alexander von, Humboldt, Universidad de Antofagasta, Antofagasta, Chile",True,"Universidad de Antofagasta, Avenida Universidad de Antofagasta, Jardines del Sur, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271987, Chile",ok
https://openalex.org/A5050953967,Ariston da Silva Melo Júnior,Júnior,2025,34514,False,,,False,,no PDF found
https://openalex.org/A5037260902,Soma Tokunaga,Tokunaga,2025,34971,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Tokunaga.etal.2025.Enhanced thermoregulation abilities of shortfin mako sharks.pdf,,False,,affiliation not found in header
https://openalex.org/A5082033641,Alejandro S. Mechaly,Mechaly,2025,33355,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Mechaly.etal.2025.Cutting-Edge Methods in Teleost and Chondrichthyan Reproductive Biology.pdf,"Instituto de Investigaciones en Biodiversidad y Biotecnología (INBIOTEC-CONICET), Argentina; bFundación Para Investigaciones Biológicas, Aplicadas (FIBA), Mar de Plata, Argentina; cInstitute for Marine and Antarctic Studies (IMAS), College of Sciences and Engineering,, University of Tasmania, Hobart, Australia; dCentro Para el Estudio de Sistemas Marinos (CESIMAR)– CONICET, Puerto Madryn, Argentina;",True,"Municipio de Puerto Madryn, Departamento Biedma, Chubut, U9120, Argentina",ok
https://openalex.org/A5106115434,Eishiro Hata,Hata,2025,33274,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Hata.etal.2025.Neotrygon yakkoei, a new bluespotted maskray (Dasyatidae).pdf",,False,,affiliation not found in header
https://openalex.org/A5016936060,Lucien Besnard,Besnard,2025,34871,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Besnard.etal.2025.Using Carbon, Nitrogen, Sulfur, and Mercury Isotopes to.pdf",,False,,affiliation not found in header
https://openalex.org/A5102815234,Kang Yang,Yang,2025,34862,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Yang.etal.2025.Bioinspi Swimming Robots with 3D Biomimetic Shark Denticle.pdf,"CAS Key Laboratory of Bio-Inspired Materials and Interfacial Science, Technical Institute of Physics and, Chemistry, Chinese Academy of Sciences, Beijing 100190, China;  (K.Y.);, (C.W.);  (L.J.)",True,"J, 東京湾岸道路, 羽田空港三丁目, 羽田空港, 大田区, 東京都, 144-0041, 日本",ok
https://openalex.org/A5044019855,Jesús Erick Higuera-Rivas,Higuera-Rivas,2025,34854,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Higuera Rivas.etal.2025.Novel evidence of interaction between killer whales (Orcinus.pdf,"University of Milano-Bicocca, Italy, CORRESPONDENCE",True,"Puglia University, Piazza della Trivulziana, Bicocca, Municipio 9, Milano, Rodano, Milano, Lombardia, 20126, Italia",ok
https://openalex.org/A5108122011,Hakan Kabasakal,Kabasakal,2025,34426,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Kabasakal.etal.2025.Did Raja asterias ever occur in the Sea of Marmara or were.pdf,"Fisheries Technologies and Management Program, Institute of Graduate Studies in Sciences, İstanbul University, İstanbul, Turkiye",True,"İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34122, Türkiye",ok
https://openalex.org/A5020163689,Marjorie J. Johns,Johns,2025,34449,False,,,False,,no PDF found
https://openalex.org/A5116728398,undefined François CLARAC,CLARAC,2025,34377,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Clarac.etal.2025.integrat model chimaera jaw links mechanical stress.pdf,,False,,affiliation not found in header
https://openalex.org/A5016794364,Frida Lara-Lizardi,Lara-Lizardi,2025,34276,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Lara-Lizardi.etal.2025.First record of orcas Orcinus orca preying on.pdf,,False,,affiliation not found in header
https://openalex.org/A5054201914,Simone Fabbi,Fabbi,2025,34038,False,,,False,,no PDF found
https://openalex.org/A5116127390,Duffin,Duffin,2025,34256,False,,,False,,no PDF found
https://openalex.org/A5001851795,Laís Ramos Barcellos,Barcellos,2025,34076,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Barcellos.etal.2025.Historical changes in conservation measurements on target.pdf,"Programa de Pós-Graduação em Biologia Animal, Departamento de Biologia, Universidade Federal de Pernambuco, Recife, Brazil, Laboratório de Dinâmica de Populações Marinhas (DIMAR), Departamento de Pesca e Aquicultura, Universidade Federal Rural de Pernambuco, Recife, Brazil",True,"Departamento de Biologia, Campus do Pici Professor Prisco Bezerra, Pici, Fortaleza, Região Geográfica Imediata de Fortaleza, Ceará, 60455-760, Brasil, Região Geográfica Intermediária de Fortaleza",ok
https://openalex.org/A5010699446,Michael A. Marques,Marques,2025,34217,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Marques.etal.2025.Genetic damage in elasmobranchs A review.pdf,"Grupo de Ecotoxicologia Aquática, Centro de Ciências Exatas e Tecnologia – CCET/UFMA, São Luís, MA, Brazil, c, Laboratório de Avaliação e Promoção da Saúde Ambiental, Instituto Oswaldo Cruz, Fundação Oswaldo Cruz (Fiocruz), Rio de Janeiro, Brazil",True,"Rio de Janeiro, Região Sudeste, Brasil",ok
https://openalex.org/A5041923229,Esteban Galindo,Galindo,2025,33954,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Galindo.etal.2025.Spatiotemporal patterns of trophic niche variation within.pdf,,False,,affiliation not found in header
https://openalex.org/A5070100305,Olivia F. L. Dixon,Dixon,2025,33983,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Dixon.etal.2025.First records of the roughskin dogfish Centroscymnus.pdf,"Cayman Islands Department of Environment,, Grand Cayman, Cayman Islands",True,"Grand Cayman, Cayman Islands",ok
https://openalex.org/A5029903228,Patrick L. Jambura,Jambura,2025,34017,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Jambura.etal.2025.New Evidence Contempo Presence Juvenile White Sharks.pdf,"Department of Palaeontology, University of Vienna, 1090 Vienna, Austria, The MECO Project, 546 45 Thessaloniki, Greece, Independent Researcher, 21000 Split, Croatia",True,"21000 Split, 1, Hercegovačka ulica, Gradski kotar Brda, Split, Grad Split, Splitsko-dalmatinska županija, 21000, Hrvatska",ok
https://openalex.org/A5011982614,Valerian J. P. Jésus,Jésus,2025,34832,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Jésus.etal.2025.Late Triassic small medium-s vertebra from Fleming Fjord.pdf,"research focused on the microvertebrate remains recovered from an expedition to, Jameson Land in 1991 which yielded significant findings. These specimens, meticulously photographed and listed in a catalogue, comprise 950 vertebrate remains. Notably, we have identified new taxa never described from the Late Triassic sediments of, Greenland, including sharks (Lissodus, Rhomphaiodon), bony fish (Gyrolepis), and",False,,geocode failed
https://openalex.org/A5048543419,J. Marcus Drymon,Drymon,2025,34987,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Drymon.etal.2025.Fishery- camera surveys provide novel observat white sharks.pdf,"Coastal Research and Extension Center, Mississippi State University, Biloxi, MS, United States,, Mississippi-Alabama Sea Grant Consortium, Ocean Springs, MS, United States, 3 Fish and Wildlife, Research Institute, Florida Fish and Wildlife Conservation Commission, St. Petersburg, FL, United",True,"United Butchers, улица Восстания, Санкт-Петербург, Литейный округ, Санкт-Петербург, Северо-Западный федеральный округ, 191014, Россия",ok
https://openalex.org/A5061801420,Benedict Kiilu,Kiilu,2025,33708,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2025/Kiilu.etal.2025.Vulnerability assessment of elasmobranch species to.pdf,"Department of Biological Sciences, Pwani University, P.O Box 195-80108, Kilifi, Kenya, Department of Fisheries and Aquatic Sciences, University of Eldoret, P.O. Box 1125, Eldoret, Kenya, d",True,"Biyolojik Bilimler Bölümü, 5. Yol, Üniversiteler, Üniversiteler Mahallesi, Çankaya, Ankara, İç Anadolu Bölgesi, 06800, Türkiye",ok
https://openalex.org/A5072546504,Alfio Moscarella,Moscarella,2024,33187,False,,,False,,no PDF found
https://openalex.org/A5060679557,John-Paul Hodnett,Hodnett,2024,34037,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Hodnett.etal.2024.Sharks dark Paleonto resource inventory reveals multiple.pdf,University of California,True,"University, Riverside, Riverside County, California, United States",ok
https://openalex.org/A5103221022,Grace L. Hicks,Hicks,2024,33218,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Hicks.etal.2024.An Examination of the Effects of Dorsal Fin-Mounted.pdf,"Boston University Marine Program, Boston University, Boston, MA 02215, USA;, Department of Biology, Boston University, Boston, MA 02215, USA, Correspondence:",True,"Boston, Suffolk County, Massachusetts, United States",ok
https://openalex.org/A5068638405,Ezequiel R. Coscueta,Coscueta,2024,33220,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Coscueta.etal.2024.Turning discarded blue shark (Prionace glauca) skin into a.pdf,"Universidade Católica Portuguesa, CBQF - Centro de Biotecnologia e Química Fina – Laboratório Associado, Escola Superior de Biotecnologia, Rua Diogo Botelho 1327,",True,"Universidade Católica Portuguesa, Rua das Oliveiras, Braga (São Vicente), Real, Braga, 4710-307, Portugal",ok
https://openalex.org/A5087483984,Eudriano F. S. Costa,Costa,2024,33253,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Costa.etal.2024.Trait-based insights into sustainable fisheries A.pdf,"OKEANOS - Institute of Marine Sciences - OKEANOS, University of the Azores, Rua Professor Doutor Frederico Machado 4, 9901-862 Horta, Portugal, IMAR - Instituto do Mar, University of the Azores, Rua Professor Doutor Frederico Machado 4, 9901-862 Horta, Portugal",True,"9901-862, Horta (Matriz), Horta, Açores, Portugal",ok
https://openalex.org/A5010610496,M. Scott Taylor,Taylor,2024,33463,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Taylor.etal.2024.On the Economics of Extinction and Possible Mass.pdf,"■ M. Scott Taylor is Professor of Economics, University of Calgary, Calgary, Canada, and",True,"University of Calgary, Calgary, Alberta, Canada",ok
https://openalex.org/A5017296743,Alessandro Freschi,Freschi,2024,33291,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Freschi.etal.2024.Tooth marks of the Great White Shark from.pdf,,False,,affiliation not found in header
https://openalex.org/A5113330865,Arnold Müller,Müller,2024,33362,False,,,False,,no PDF found
https://openalex.org/A5084979240,M. Lonati,Lonati,2024,33464,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Lonati.etal.2024.Novel use of deep neural networks on photographic.pdf,,False,,affiliation not found in header
https://openalex.org/A5018995282,Francielli Casanova Monteiro,Monteiro,2024,33454,False,,,False,,no PDF found
https://openalex.org/A5008640941,Vladimir Puentes,Puentes,2024,33477,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Puentes.etal.2024.Descript spatial analysis bycatch tuna purse-se fishery.pdf,"Instituto Javeriano del Agua – Pontificia Universidad Javeriana – Carrera 7ª Nº 40-62, Bogotá – Colombia.",True,"Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, Colombia",ok
https://openalex.org/A5098678321,Peng-Cheng Gao,Gao,2024,33279,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Gao.etal.2024.Hydrodynamic performance of manta rays swimming in.pdf,,False,,affiliation not found in header
https://openalex.org/A5104266887,Ross A. Jeffree,Jeffree,2024,33161,False,,,False,,no PDF found
https://openalex.org/A5062009973,Rafael Tavares,Tavares,2024,33140,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Tavares.etal.2024.Movements and habitat use of a nursery area by a widely.pdf,,False,,affiliation not found in header
https://openalex.org/A5034199343,Dalia C. Barragán‐Barrera,Barragán‐Barrera,2024,33106,False,,,False,,no PDF found
https://openalex.org/A5040907806,Mayu Inokuchi,Inokuchi,2024,33076,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Inokuchi.etal.2024.Development of branchial ionocytes in embryonic and larval.pdf,,False,,affiliation not found in header
https://openalex.org/A5062823835,A. Soares,Soares,2024,33072,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Soares.etal.2024.Fisher perceptions of catch and trade of sharks and rays in.pdf,"College of Science and Engineering, James, Cook University, Townsville, QLD, Australia, Correspondence",True,"كلية العلوم والهندسة, طريق البيضاء-المرج, البيضاء, الجبل الأخضر, ليبيا",ok
https://openalex.org/A5003349182,Marisa I. Batista,Batista,2024,33109,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Batista.etal.2024.Mapping elasmobranch occurren overlap with human activities.pdf,,False,,affiliation not found in header
https://openalex.org/A5095960656,Emil Alexander Byriel Winkel,Winkel,2024,33005,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Winkel.etal.2024.Interactive three-dimensional atlas of the mineralized skeleton of.pdf,"Department of Clinical Medicine, and 2Department of Forensic Medicine, Aarhus University,, Aarhus N 8200, Denmark",True,"Department of Small Animal Clinical Medicine, Faculty Road, Peradeniya, Eriyagama, Kandy District, Central Province, 20400, Sri Lanka",ok
https://openalex.org/A5072687064,Rubén Olmo-Gilabert,Olmo-Gilabert,2024,32970,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Olmo-Gilabert.etal.2024.Plastic webs, the new food Dynamics of microplastics in a.pdf","Centro Oceanográfico de Baleares (IEO-CSIC), Muelle de Poniente, s/n, 07015 Palma de Mallorca, Balearic Islands, Spain, CREAF-Universitat Autònoma de Barcelona, Cerdanyola del Vallès, 08193, Bellaterra, Barcelona, Spain",True,"Barcelona, Barcelonès, Barcelona, Catalunya, España",ok
https://openalex.org/A5103225257,Daniela Gómez‐Martínez,Gómez‐Martínez,2024,32938,False,,,False,,no PDF found
https://openalex.org/A5043069911,Mauvis Gore,Gore,2024,32919,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Gore.etal.2024.Renewed occurrence schooling scalloped hammerhead Sphyrna.pdf,,False,,affiliation not found in header
https://openalex.org/A5076610949,Daniel E. Figueroa,Figueroa,2024,32905,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Figueroa.etal.2024.A Faunistic Revision of Longnose Skates of the.pdf,"Departamento de Ciencias Marinas, Facultad de Ciencias Exactas y Naturales, Universidad Nacional de Mar, del Plata, Buenos Aires B7602AYL, Argentina;, Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP), Paseo V. Ocampo N◦ 1,",True,"Escuela Superior de Ciencias Marinas, 247, Avenida San Martín, Centro, San Antonio Oeste, Departamento San Antonio, Río Negro, 8520, Argentina",ok
https://openalex.org/A5013102262,Nahla Hossameldin Ahmed,Ahmed,2024,32901,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Ahmed.etal.2024.First molecular identifi phylogen illustra Sarcocys species.pdf,,False,,affiliation not found in header
https://openalex.org/A5090001801,Ökan Akyol,Akyol,2024,33048,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Akyol.etal.2024.Capture of a new-born shortfin mako shark Isurus.pdf,"Ege University, Faculty of Fisheries, Urla, Izmir, Türkiye., E-mail:",True,"Ege Üniversitesi, Hasanlar Mahallesi, Menemen, Ege Bölgesi, 35040, Türkiye",ok
https://openalex.org/A5041760330,Peter Gausmann,Gausmann,2024,32087,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Gausmann.2024.Whoʼs the biggest fish in the pond The.pdf,"Working Group Biogeography and Landscape Ecology, Department of Geography, Faculty of Geosciences, Ruhr University Bochum,, Universitätsstraße 150, 44801 - Bochum, Germany. ORCID Peter Gausmann",True,"Department of Geography, Gower Street, Fitzrovia, London Borough of Camden, Greater London, England, WC1E 6BT, United Kingdom",ok
https://openalex.org/A5002038336,Rian Pereira da Silva,Silva,2024,32529,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Silva.etal.2024.Metabolic organization of pregnant freshwater stingray and their.pdf,,False,,affiliation not found in header
https://openalex.org/A5093322240,RH Leeney,Leeney,2024,32669,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Leeney.etal.2024.rapid assessment status sawfishes Philippi.pdf,"Oceanbio laboratory, Division of Biological Sciences, CAS, University of the Philippines Visayas, Miagao,, Iloilo 5023, Philippines",True,"University of the Philippines Visayas, Road 10, Bolho, Mat-y, Miagao, Iloilo, Western Visayas, 5023, Philippines",ok
https://openalex.org/A5051745571,Olaf Höltke,Höltke,2024,32678,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Höltke.etal.2024.A Review of the Paleobiology of Some Neogene.pdf,"Staatliches Museum für Naturkunde Stuttgart, Rosenstein 1, 70191 Stuttgart, Germany;, (E.E.M.);  (M.W.R.), Correspondence:",True,"Staatliches Museum für Naturkunde Stuttgart, 1, Salucciallee, Neckarvorstadt, Bad Cannstatt, Stuttgart, Baden-Württemberg, 70191, Deutschland",ok
https://openalex.org/A5041316602,Jenaid Rees,Rees,2024,32683,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Rees.etal.2024.Fgf signalling is required for gill slit formation in the.pdf,"Department of Zoology, University of Cambridge, Cambridge, UK, Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory, Woods Hole, MA, USA",True,"Department of Zoology, Dhaka College Campus Path, নীলক্ষেত, পিলখানা, ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1205, বাংলাদেশ",ok
https://openalex.org/A5033364798,Robert W. Gess,Gess,2024,32704,False,,,False,,no PDF found
https://openalex.org/A5027033576,Eloísa Pinheiro Giareta,Giareta,2024,32719,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Giareta.etal.2024.Unveiling the batoid plight insights from global stranding.pdf,"Universidade Federal do Paraná, Paraná, Brazil, R. A. Hauser‑Davis, Laboratório de Avaliação e Promoção da Saúde",True,"Universidade Federal do Paraná, Jandaia do Sul, Região Geográfica Imediata de Apucarana, Paraná, Região Sul, Brasil, Região Geográfica Intermediária de Londrina",ok
https://openalex.org/A5094236277,Matteo Battiata,Battiata,2024,32811,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Battiata.etal.2024.Genetic and Distribution Data of the Bramble Shark.pdf,"Department Earth and Marine Sciences (DiSTeM), University of Palermo, Via Archirafi 20,, Palermo, Italy;, NBFC, National Biodiversity Future Center, Piazza Marina 61, 90133 Palermo, Italy",True,"90133, I Circoscrizione, Palermo, Sicilia, Italia",ok
https://openalex.org/A5002639595,Thomas L. Johnson,Johnson,2024,32816,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Johnson.etal.2024.Distribution and site fidelity of four endemic catshark.pdf,,False,,affiliation not found in header
https://openalex.org/A5084489436,Kelcee Smith,Smith,2024,32819,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Smith.etal.2024.Historical specimens and photographs reveal long-term.pdf,,False,,affiliation not found in header
https://openalex.org/A5080794503,Amy Kirke,Kirke,2024,32835,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Kirke.etal.2024.Reproductive biology of two small-bodied sharks.pdf,"Research Institute for the Environment and Livelihoods, Charles Darwin University, Casuarina, NT 0909, Australia, NSW Department of Primary Industries Fisheries, Narrandera, NSW 2700, Australia, c",True,"University of New South Wales, College Road, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",ok
https://openalex.org/A5113107934,S. Torres,Torres,2024,32836,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Torres.etal.2024.Presence and Potential Effects of Microplastics in the.pdf,"Research Group in Community Nutrition and Oxidative Stress, University of Balearic Islands,, Palma de Mallorca, Spain;  (S.T.);  (M.C.), Department of Agricultura, Ramaderia, Pesca, Caça i Cooperació Municipal, Consell Insular d’Eivissa,",True,"Consell Insular d'Eivissa, Avinguda d'Espanya, ses Canyes, Dalt Vila, Eivissa, Illes Balears, 07800, España",ok
https://openalex.org/A5090384399,Romain Pinel,Pinel,2024,32843,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Pinel.etal.2024.Living with Sharks Multi-Me Study Analyzing Human-Wi.pdf,,False,,affiliation not found in header
https://openalex.org/A5051487913,Samuel Acevedo Quilis,Quilis,2024,32863,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Quilis.etal.2024.High prevalence of microplastics in the digestive tract.pdf,,False,,affiliation not found in header
https://openalex.org/A5102828648,Ana Ferreira,Ferreira,2024,34259,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Ferreira.etal.2024.Evaluating techniques for determining elasmobranch body size a.pdf,"Instituto Universitário de Ciências Psicológicas, Sociais e da Vida (ISPA), Lisbon, Portugal",True,"Lisboa, Portugal",ok
https://openalex.org/A5037324531,Maciej K. Pindakiewicz,Pindakiewicz,2024,34319,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Pindakiewicz.etal.2024.A microfossil evidence for the composition of fish.pdf,"and Andrzej Kaim  ], Institute of Paleobiology, Polish Academy of, Sciences, Twarda 51/55, 00-818 Warsaw, Poland; manuscript received on 03/11/2023;, manuscript accepted on 31/07/2024 manuscript published on 19/11/2024 in Lethaia 57(3).",False,,geocode failed
https://openalex.org/A5056499319,Renata Daldin Leite,Leite,2024,32394,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Leite.etal.2024.Morphometric analysis to aid fisheries management of two.pdf,"Comunidade de Peixes, Departamento, de Ecologia Conservação, Setor de, Ciências Biológicas – Centro Politécnico,",True,"Departamento Penitenciário Nacional, SCN Quadra 4, Setor Comercial Norte, Brasília, Plano Piloto, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, 70714-020, Brasil, Região Integrada de Desenvolvimento do Distrito Federal e Entorno",ok
https://openalex.org/A5101510183,Sandra Martins,Martins,2024,34236,False,,,False,,no PDF found
https://openalex.org/A5069752865,James A. Sulikowski,Sulikowski,2024,33976,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Sulikowski.etal.2024.Identifi first gestatio ground tiger sharks Galeocerdo.pdf,"Ruhr University Bochum, Germany, Natascha Wosnick,, Federal University of Paraná, Brazil",True,"Ruhr-Universität Bochum, 150, Universitätsstraße, Querenburg, Bochum-Süd, Bochum, Nordrhein-Westfalen, 44801, Deutschland",ok
https://openalex.org/A5109696775,Cristina García-Ruiz,García-Ruiz,2024,33958,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/GarcíaRuiz.etal.2024.Spatial Distribu Temporal Variation Megafauna Circalit.pdf,"Oceanographic Centre of Malaga (Centro Oceanográfico de Málaga), Instituto Español de, Oceanografía—CSIC, Explanada San Andrés s/n (Muelle 9), 29002 Málaga, Spain;, (C.C.);  (M.G.-A.);  (P.T.);",True,"T, Rua Amilcar Cabral, Kilamba, Nova Cidade de Kilamba, Município do Belas, Luanda, Angola",ok
https://openalex.org/A5090373172,Joshua A. Cullen,Cullen,2024,33974,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Cullen.etal.2024.Scaling bite force correspo with ontogene niche shifts.pdf,,False,,affiliation not found in header
https://openalex.org/A5059920589,Meghan M. Holst,Holst,2024,33953,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Holst.etal.2024.Comparison Physiolo Stress Indices Anesthet Manually.pdf,"Aquatic Health Program, School of Veterinary Medicine, Department of Anatomy, Physiology, and Cell, Biology, University of California, One Shields Avenue, Davis, CA 95616, USA, Disney’s Animals, Science and Environment, Disney’s Animal Kingdom® and the Seas with Nemo and",True,"獸醫專業學院, 1, 羅斯福路四段, 學府里, 大安區, 公館, 臺北市, 106319, 臺灣",ok
https://openalex.org/A5070146149,Ronald Böttcher,Böttcher,2024,33945,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2024/Böttcher.2024.Root resorption during tooth replacement in sharks – a.pdf,"museums, institutions, and presses.",True,"Musei Vaticani, Via Sant'Anna, Civitas Vaticana - Città del Vaticano, 00120, Civitas Vaticana - Città del Vaticano",ok
