paper_id,year,category,num_disciplines,disciplines,data_assignment_type
Stanley.etal.1963.Urogenital morphology chimaeroid fish Hydrolagus colliei.pdf,1963.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Williams.etal.1964.Some new and little known cestodes from Australian.pdf,1964.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Gotshall.etal.1965.Sleeper sharks Somniosus pacificus off Trinidad California.pdf,1965.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Goldstein.etal.1966.Note on the Incidence of a Marine Leech, Branchellion.pdf",1966.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Williams.etal.1966.The ecology, functional morphology and taxonomy of.pdf",1966.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Gottfried.etal.1967.seminal steroids dogfish Scyllior stellaris.pdf,1967.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Kearn.etal.1967.The life-cycles and larval development of some.pdf,1967.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Piiper.etal.1967.Efficiency O2 exchange gills dogfish Scyliorh stellaris.pdf,1967.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Sawyer.etal.1967.Characterization of a principle resembling oxytocin in the.pdf,1967.0,DATA_only,1,DATA,primary
"Dienske.etal.1968.A survey of the metazoan parasites of the rabbit-fish,.pdf",1968.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Kearn.etal.1968.The larval development of Merizocotyle sp., a monocotylid.pdf",1968.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Wallace.etal.1967.batoid fishes east coast Southern Africa Part III Skates.pdf,1967.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Young.etal.1967.A taxonomic revision of the subfamilies Monocotylinae.pdf,1967.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Scott.etal.1968.Occurrence Pelagic Stingray Dasyatis violacea Northwest.pdf,1968.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Piiper.etal.1968.Effectiv O2 CO2 exchange gills dogfish Scyliorh stellaris.pdf,1968.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Williams.etal.1968.Phyllobo piriei sp nov Cestoda Tetraphy from Raja naevus.pdf,1968.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Pillai.etal.1968.Additions copepod parasites South Indian fishes.pdf,1968.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Williams.etal.1968.Observat Pseudani rotundata Rudolphi 1819 Mozgovoi 1950.pdf,1968.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Buteau.etal.1969.Lipid metabolism in helminth parasites IX. Fatty acid.pdf,1969.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Heinicke.etal.1969.The magnesium potentiation of the oxytocic activity of.pdf,1969.0,DATA_only,1,DATA,primary
Myrberg.etal.1969.Shark attraction using a video-acoustic system..pdf,1969.0,DATA_primary_with_others,2,"DATA,GEN",primary
Roy.etal.1969.Distribution of neurohypophyseal hormones in some.pdf,1969.0,DATA_primary_with_others,3,"DATA,FISH,GEN",primary
Smith.etal.1969.Liver lesions produced by hydatid-like cysts in an.pdf,1969.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Simmons.etal.1969.Composition of the amino acid pools of some cestodes of.pdf,1969.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Eccles.etal.1970.Responses granule cells selachian cerebellum Mustelus canis.pdf,1970.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Kearn.etal.1970.oncomira monocoty monogene Dictyoco coeliaca Calicotyle.pdf,1970.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
TânTuê.etal.1968.Capture de Mobula mobular Bonnaterre 1788 Pisces Mobulidae.pdf,1968.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Applegate.etal.1970.vertebrate fauna Selma Formation Alabama Part VIII fishes.pdf,1970.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Mcvicar.etal.1970.Serum factors Raja radiata toxic Acanthob quadripa Cestoda.pdf,1970.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Pappas.etal.1970.Trypanor Cestodes from Humboldt Bay Pacific Ocean Sharks.pdf,1970.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Olson.etal.1970.Plectogn hydrolagi sp n Trematoda Cephalop from Ratfish.pdf,1970.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Cameron.etal.1971.Regulation ventilat ratio gills Dasyatis sabina Squalus.pdf,1971.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
"Arnold.etal.1972.Predation on the harbor porpoise, Phocoena phocoena by a.pdf",1972.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Ktari.etal.1972.Neonchoc pastinacae n g -n sp Monogene parasite de Dasyatis.pdf,1972.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Mcvicar.etal.1972.The ultrastructure of the parasite-host interface of three.pdf,1972.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Grover.etal.1972.Population differen swell shark Cephalos ventriosum.pdf,1972.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Seshappa.etal.1972.note whale shark Rhineodon typus Smith Caught off Calicut.pdf,1972.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Simmons.etal.1972.Characterization and hybridization of DNAs of.pdf,1972.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Simmons.etal.1972.A study of Gyrocotyle in the San Juan Archipelago, Puget.pdf",1972.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Beach.etal.1973.Incorporation of Docosahexaenoic Fatty Acid into the Lipids.pdf,1973.0,DATA_cross_cutting,3,"BIO,DATA,TRO",cross_cutting
Nair.etal.1973.occurrence deep sea sting ray Urotrygon daviesi Wallace.pdf,1973.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Schell.etal.1973.Rugogaster hydrolagi gen. et sp. n. (Trematoda.pdf,1973.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Muntz.etal.1973.Yellow filters absorption light visual pigments some.pdf,1973.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
"Boxshall.etal.1974.The validity of Acanthochondrites inflatus (Bainbridge,.pdf",1974.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Witkovsky.etal.1973.Retinal structure in the smooth dogfish Mustelus canis.pdf,1973.0,DATA_primary_with_others,2,"DATA,GEN",primary
Boxshall.etal.1974.Infections with parasitic copepods North Sea marine fishes.pdf,1974.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Deetjen.etal.1974.The dissociation between renal HCO3 — Reabsorption and H+.pdf,1974.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Kabata.etal.1974.Lepeophtheirus cuneifer sp. nov. (Copepoda Caligidae), a.pdf",1974.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kearn.etal.1974.A comparative study of the glandular and excretory systems.pdf,1974.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Euzet.etal.1974.Les Monogènes Hexaboth Price 1942 Historique systémat.pdf,1974.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Teshima.etal.1974.Studies on sharks. 1. Reproduction in the female sumitsuki.pdf,1974.0,DATA_primary_with_others,2,"DATA,GEN",primary
Whittaker.etal.1974.Proteins of cholinergic synaptic vesicles from the electric.pdf,1974.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Kearn.etal.1975.Hatching in the monogenean parasite Dictyocotyle coeliaca.pdf,1975.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Bishop.etal.1975.Ammonia Formation and Amino Acid Excretion by Gyrocotyle.pdf,1975.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Kleerekoper.etal.1975.Accuracy Localiza Chemical Stimulus Flowing Stagnant Water.pdf,1975.0,DATA_only,1,DATA,primary
"Matis.etal.1975.The logomotor behavior of the nurse shark, Ginglymostoma.pdf",1975.0,DATA_primary_with_others,2,"DATA,GEN",primary
"Mcvicar.etal.1975.Pancreatonema torriensis gen. nov., sp. nov. (Nematoda.pdf",1975.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Stevens.etal.1975.Vertebral rings as a means of age determination in the blue.pdf,1975.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Taylor.etal.1971.Cestracion phillipi var Japonica Duméril 1865 Selachii.pdf,1971.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Sawyer.etal.1975.Marine leeches of the eastern United States and Gulf of.pdf,1975.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
ZammitMaempel.etal.1975.Fossil sharks teeth medieval safeguard against poisoning.pdf,1975.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Russo.etal.1975.Notes external parasites California inshore sharks.pdf,1975.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Halton.etal.1976.The fine structure and histochemistry of the caecal.pdf,1976.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kearn.etal.1976.The chemical nature of host hatching factors in the.pdf,1976.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Nair.etal.1976.occurrence sting ray Dasyatis Dasyatis microps Annandale.pdf,1976.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Darracott.etal.1977.Availability, morphometrics, feeding and breeding activity.pdf",1977.0,DATA_cross_cutting,3,"BIO,DATA,TRO",cross_cutting
Jones.etal.1977.Age determin elasmobranch Squalus acanthias X-ray spectrom.pdf,1977.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Jones.etal.1977.Food feeding spiny dogfish Squalus acanthias British.pdf,1977.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Mcvicar.etal.1977.The bothridial hooks of Acanthobothrium quadripartitum.pdf,1977.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Neale.etal.1977.Hematological Responses to Thermal Acclimation in a Cold.pdf,1977.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Mcvicar.etal.1977.Intestinal helminth parasites of the ray Raja naevus in.pdf,1977.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Ridge.etal.1977.Physiological responses of stretch receptors in the.pdf,1977.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
"Schwartz.etal.1977.A white southern stingray, Dasyatis americana (Pisces,.pdf",1977.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Piiper.etal.1977.Respiration and circulation during swimming activity in the.pdf,1977.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Taylor.etal.1977.Tooth Histology Ultrastr Paleozoic Shark Edsetus heinrichii.pdf,1977.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Appukuttan.etal.1978.Studies developm stages hammerhead Shark Sphyrna Eusphyrna.pdf,1978.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Brett.etal.1978.Metabolic Rate and Energy Expenditure of the Spiny Dogfish,.pdf",1978.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Gerald.etal.1978.A stochastic locomotor control model for the nurse shark,.pdf",1978.0,DATA_primary_with_others,2,"DATA,GEN",primary
Heisler.etal.1978.Bicarbonate exchange between body compartments after.pdf,1978.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Kearn.etal.1978.Early developm microhab monogenean Horricauda rhinobat with.pdf,1978.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Williams.etal.1978.Proleptus mackenziei sp.n. (Nematoda, Spirurida) from Raja.pdf",1978.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Grant.etal.1979.Estimation Growth Mortality Yeild per Recruit Australian.pdf,1979.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Kemp.etal.1979.Ultrastructure of calcified cartilage in the endoskeletal.pdf,1979.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
"Northcutt.etal.1979.Retinofugal pathways in fetal and adult spiny dogfish,.pdf",1979.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Mcvicar.etal.1979.The distribution of cestodes within the spiral intestine of.pdf,1979.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Brandt.etal.1980.Agregación sexual en Schroede chilensis Guichenot 1847.pdf,1980.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Cooke.etal.1980.Functional aspects morphology vascular anatomy gills.pdf,1980.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Fusaro.etal.1980.First California record scalloped hammerhead shark Sphyrna.pdf,1980.0,DATA_cross_cutting,4,"FISH,GEN,TRO,DATA",cross_cutting
Rasmussen.etal.1980.Comparative distribution of nitrogenous compounds in.pdf,1980.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Orvig.etal.1980.Histologic studies of ostracoderms, placoderms and fossil.pdf",1980.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Taguchi.etal.1980.Identification of an anion channel protein from electric.pdf,1980.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Corwin.etal.1981.Peripheral auditory physiology in the lemon shark Evidence.pdf,1981.0,DATA_cross_cutting,3,"BEH,DATA,GEN",cross_cutting
Macpherson.etal.1980.Regime alimenta de Galeus melastomus Rafinesque 1810.pdf,1980.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
Brusca.etal.1981.A monograph of the Isopoda Cymothidae (Crustacea) of the.pdf,1981.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Bushnell.etal.1982.Increases arterial blood oxygen during exercise lemon shark.pdf,1982.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Hara.etal.1982.Rat-fish spermato Scanning Electron Microscopy Japanese.pdf,1982.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Keyes.etal.1982.The Cenozoic sawshark Pristiophorus lanceolatus (Davis).pdf,1982.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
"Stillwell.etal.1982.Food, feeding habits, and estimates of daily ration of the.pdf",1982.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Stehmann.etal.1982.Re-assig Raja atra Müller Henle 1841 synonymy Raja radula.pdf,1982.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Taniuchi.etal.1982.Studies sharks Ogasawara Islands Japanese.pdf,1982.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Schultze.etal.1982.Type figured specimens fossil vertebra collection.pdf,1982.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Thorson.etal.1982.Life history implications of a tagging study of the.pdf,1982.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Uchida.etal.1982.Elasmobranch fishes around Ryukyu Islands their cultural.pdf,1982.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Papers_shark references_2011.pdf,1982.0,DATA_cross_cutting,8,"BEH,DATA,BIO,CON,FISH,GEN,MOV,TRO",cross_cutting
Cappetta.etal.1982.Selachii.pdf,1982.0,DATA_cross_cutting,7,"BEH,DATA,BIO,FISH,GEN,MOV,TRO",cross_cutting
Talent.etal.1982.Food habits grey smooth-h Mustelus californ brown smooth-h.pdf,1982.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Kearn.etal.1983.Squalotrema llewellyni gen. nov., sp. nov., a monocotylid.pdf",1983.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Lyle.etal.1983.Food and feeding habits of the lesser spotted dogfish,.pdf",1983.0,DATA_cross_cutting,4,"BEH,DATA,GEN,TRO",cross_cutting
"Mccullough.etal.1983.A SEM study of the cestodes Trilocularia acathiaevlugaris,.pdf",1983.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Pai.etal.1983.whale shark Rhineodon typus Smith Landed Karwar Karnataka.pdf,1983.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Pratt.etal.1983.Age and growth of the shortfin mako, Isurus oxyrinchus,.pdf",1983.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
Taguchi.etal.1983.report elasmobranches caught Indonesia - Sharks Folks af.pdf,1983.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Tanaka.etal.1983.Prelimin investig sharks rays Southeast Asia - Taiwan.pdf,1983.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Taniuchi.etal.1983.Prelimin investig sharks rays Southeast Asia - Philippi.pdf,1983.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Tarumoto.etal.1983.Notes inshore- movement warm-cur pelagic sharks Japanese.pdf,1983.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Thorson.etal.1983.Reproduc developm South American freshwater stingrays.pdf,1983.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Barker.etal.1984.Additional informat Orygmato musteli Beneden 1850 Diesing.pdf,1984.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Barrett.etal.1984.Changes heart rate during progress hyperoxia dogfish.pdf,1984.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Driedzic.etal.1984.Relationship between exogenous fuel availability and.pdf,1984.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Capapé.etal.1983.New data biology reproduc Mustelus asterias Cloquet 1821.pdf,1983.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Llewellyn.etal.1984.A check-list of monogenean (platyhelminth) parasites of.pdf,1984.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Johnson.etal.1984.Detection DC electric dipoles background fields nurse shark.pdf,1984.0,DATA_cross_cutting,2,"BEH,DATA",cross_cutting
Llewellyn.etal.1984.The attachment of the monogenean parasite Callorhynchicola.pdf,1984.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Lyle.etal.1984.Mercury concentrations in four carcharhinid and three.pdf,1984.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Llewellyn.etal.1984.A new genus and species of marine leech from British.pdf,1984.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Peterson.etal.1984.Mortality rates of fishes in the pelagic ecosystem..pdf,1984.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Rossouw.etal.1984.Age growth sand shark Rhinobatos annulatus Algoa Bay South.pdf,1984.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
SomasekharanNair.etal.1984.bramble shark Echinorh brucus Bonnaterre landed Cochin.pdf,1984.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Rees.etal.1984.anterior adhesive apparatus associated compound sense organ.pdf,1984.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Olsen.etal.1984.Species synopsis school shark Galeorhi australis Macleay.pdf,1984.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Stevens.etal.1984.Biological observations on sharks caught by sports.pdf,1984.0,DATA_primary_with_others,3,"DATA,GEN,TRO",primary
"Waring.etal.1984.Age, Growth, and Mortality of the Little Skate off the.pdf",1984.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Arthur.etal.1985.Sphaerospora araii n. sp. (Myxosporea Sphaerosporidae) from.pdf,1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Emery.etal.1985.Ventricle morphology in pelagic elasmobranch fishes..pdf,1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Deroos.etal.1985.Plasma levels of glucose, alanine, lactate, and.pdf",1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Klimley.etal.1985.Schooling in the large predator, Sphyrna lewini, a species.pdf",1985.0,DATA_cross_cutting,3,"BEH,DATA,GEN",cross_cutting
Litman.etal.1985.Structure organiza immunogl VH genes Heterodo phylogen.pdf,1985.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Pillai.etal.1985.Note oviparous Zebra Shark Stegostoma fasciatum Hermann.pdf,1985.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Medved.etal.1985.Gastric evacuation sandbar shark Carcharh plumbeus.pdf,1985.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Rosa.etal.1985.Further comment nomencla freshwater stingray Elipesurus.pdf,1985.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Sakanari.etal.1985.Infectiv Laboratory Infection with Elasmobranch Cestode.pdf,1985.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Silas.etal.1985.occurrence rough-tail sting-ray Dasyatis centroura Mitchill.pdf,1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Shields.etal.1985.Surface morphology descript Otobothr kurisi new species.pdf,1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Tricas.etal.1985.Feeding ethology white shark Carcharo carcharias.pdf,1985.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
"Benz.etal.1986.Kroyeria caseyi sp.nov. (Kroyeriidae Siphonostomatoida), a.pdf",1986.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Talent.etal.1985.occurrence seasonal distribu reproduc condition elasmoranch.pdf,1985.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Castro-Romero.etal.1986.Lernaeopoda tenuis n. sp. and Pseudolernaeopoda caudocapta.pdf,1986.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Hogans.etal.1986.Ommatokoita sp. (Copepoda Lernaeopodidae) parasitic on a.pdf,1986.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kearn.etal.1986.Role of chemical substances from fish hosts in hatching and.pdf,1986.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Wolberg.etal.1985.Selachians from Atarque Sandstone Member Tres Hermanos.pdf,1985.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Krishnamoorthi.etal.1986.Biology population dynamics grey dogshark Rhizopri Rhizopri.pdf,1986.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Lyle.etal.1986.Mercury and selenium concentrations in sharks from northern.pdf,1986.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
SomasekharanNair.etal.1986.juvenile whale shark Rhincodon typus Smith landed Cochin.pdf,1986.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Raschi.etal.1986.A morphological analysis of the ampullae of Lorenzini in.pdf,1986.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
Whittington.etal.1986.Rhythmical hatching oncomira behaviour hexaboth monogenean.pdf,1986.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kearn.etal.1986.The eggs of monogeneans..pdf,1986.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
"Beverley-Burton.etal.1987.Generic diagnosis of Asthenocotyle Robinson, 1961.pdf",1987.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Benz.etal.1987.Spatial distribution of the parasite Kroyeria.pdf,1987.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Campbell.etal.1987.Phyllobothrium discopygi n. sp. (Cestoda Tetraphyllidea).pdf,1987.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
