literature_id,filename,year,url,status,message,download_date
34384,2025/Cook.etal.2025.Vertebral elemental composit reveals ontogene changes.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0272771425001337/pdfft?md5=a303e1c9477a547052c368ae8327eb9b&pid=1-s2.0-S0272771425001337-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34479,2025/Coulon.etal.2025.Elasmobranch vulnerab global warming insights from bioenerg.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0304380025001425/pdfft?md5=fe107912e18a59cea5888561e77e6910&pid=1-s2.0-S0304380025001425-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34639,2025/Diamant.etal.2025.Trace elements POPs baitfish from Madagascar Implicat whale.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0025326X25009440/pdfft?md5=4922eea339c3ea20359546883bde08ae&pid=1-s2.0-S0025326X25009440-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34289,2025/Drummond.etal.2025.Comparing glucose acquisit strategies between two ancient.pdf,2025,https://www.sciencedirect.com/science/article/pii/S1095643325000273/pdfft?md5=ac77e29926351af05f4af325182e87b0&pid=1-s2.0-S1095643325000273-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34681,2025/Duval.etal.2025.Global systematic review factors influenc shark bites.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2351989425002859/pdfft?md5=96883f207848b8e7ec2677ff8165201e&pid=1-s2.0-S2351989425002859-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34516,2025/Fasola.etal.2025.Integrat traditio innovative monitoring approaches monitor.pdf,2025,https://www.sciencedirect.com/science/article/pii/S014111362500217X/pdfft?md5=39595b050e744c747cfb6579d7d6c60d&pid=1-s2.0-S014111362500217X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34486,2025/Faure.etal.2025.Condition assessment best-pra handling guidelines skate.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0165783625000943/pdfft?md5=a520073d4297c37d0bb269b2d268503e&pid=1-s2.0-S0165783625000943-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34327,2025/Farabaugh.etal.2025.Elasmobranch species richness assemblage composit world s.pdf,2025,https://www.int-res.com/articles/meps2025/753/m753p155.pdf,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34983,2025/FranquiRivera.etal.2025.CORRIGEN Collabor effort between fishers scientists reveals.pdf,2025,https://doi.org/10.1017/S0025315425100271,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34709,2025/Gandra.etal.2025.Long-term multitra reveals contrast yet highly resident.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0964569125002443/pdfft?md5=503de437c5e3befef12c1632a6979384&pid=1-s2.0-S0964569125002443-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34304,2025/Gargano.etal.2025.Shark immune system review about their immunogl repertoire.pdf,2025,https://www.sciencedirect.com/science/article/pii/S1050464825000762/pdfft?md5=6e14af371068f3297725d6e4431dd978&pid=1-s2.0-S1050464825000762-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34902,2025/Gazo.etal.2025.Drivers micropla accumula densely canyoned continen margin.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625004593/pdfft?md5=d6a1362af288e7b2094c432edb605a52&pid=1-s2.0-S0141113625004593-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34964,2025/Graf.etal.2025.Assessing current projected distribu temperate sharks rays.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2352485525004098/pdfft?md5=9fac9aef7b187ebd805db0f044b4949f&pid=1-s2.0-S2352485525004098-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34249,2025/Gupta.etal.2025.Identify leverage points sustaina India s shark supply.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0308597X24005803/pdfft?md5=bbc606cc553d5fd22eb14ced9c7780e5&pid=1-s2.0-S0308597X24005803-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33526,2025/Hansell.etal.2025.Integrat fisheries independ surveys account spatiote.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0165783624002376/pdfft?md5=816009e65609fdb1e26eba43d0af9e58&pid=1-s2.0-S0165783624002376-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34069,2025/Heidarieh.etal.2025.Assessment heavy metals concentr health risk four species.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0946672X24002013/pdfft?md5=e69c3879b59df6c0d038159023597f52&pid=1-s2.0-S0946672X24002013-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34517,2025/Hermans.etal.2025.egg case study Chronic exposure AC electrom fields results.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625002089/pdfft?md5=69307c81faa7ecae237e18f7cabdd165&pid=1-s2.0-S0141113625002089-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34515,2025/Hermans.etal.2025.From subsea power cable small-sp catshark Scyliorh canicula.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625001849/pdfft?md5=66b2a3e0d12b10871a356a404ca1a232&pid=1-s2.0-S0141113625001849-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34669,2025/Higueruelo.etal.2025.toxic trio mercury lead cadmium metal assessment marine.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0013935125012733/pdfft?md5=d2197eefdd9f7f608b976eb3dda82175&pid=1-s2.0-S0013935125012733-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34453,2025/Hermans.etal.2025.Elasmobranchs offshore wind farms.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0964569125001334/pdfft?md5=132612dfd33c01b65e56548f180f4fbb&pid=1-s2.0-S0964569125001334-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34416,2025/Holmes.etal.2025.S13C S15N S34S isotope values from preserved elasmobranch.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625001205/pdfft?md5=8b647e34e2249e21833bc8abe993f021&pid=1-s2.0-S0141113625001205-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34226,2025/Huynh.etal.2025.Blue shark conservation Indian Ocean data-lim insights.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2351989425000344/pdfft?md5=8a18834b188f721c0b9a33556fdccf07&pid=1-s2.0-S2351989425000344-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34524,2025/Indurain.etal.2025.New record Frilled shark Chlamydo anguineus Garman 1884.pdf,2025,https://peerj.com/articles/18992.pdf,error,HTTP 400,2025-10-21 21:11:36
34521,2025/Jeanne.etal.2025.Pleiotro signaling single-c thyrosti GPB5-GPA2 homologous.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0303720725001042/pdfft?md5=a8cec5c747a8544e96b3eabf58988f54&pid=1-s2.0-S0303720725001042-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34539,2025/Kefil.etal.2025.Parasite through time Revisiting Trypanos rajae Laveran.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2213224425000628/pdfft?md5=7e28b7cac58a714ce3cf19c51e1227d4&pid=1-s2.0-S2213224425000628-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34034,2025/Killingsworth.etal.2025.Marine strontium isotopes preserved fossil shark teeth.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0031018224006874/pdfft?md5=d67d4ceae59394be94d3412f88feadeb&pid=1-s2.0-S0031018224006874-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34865,2025/Koval.etal.2025.Seasonal variation response surf zone fish assembla.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0278434325001268/pdfft?md5=4fdfda02d0aa8bc38c028d3df2575b9b&pid=1-s2.0-S0278434325001268-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34833,2025/Kraft.etal.2025.Global stock structure Silky shark Carcharh falcifor.pdf,2025,https://peerj.com/articles/19493.pdf,error,HTTP 400,2025-10-21 21:11:36
34707,2025/Lewandowski.etal.2025.Early stages trunk muscles differen small-sp catshark.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0968432825000836/pdfft?md5=c37f68eb1ccac274b22967a6bcf280ae&pid=1-s2.0-S0968432825000836-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34642,2025/Li.etal.2025.Construc applicat large capacity VNAR library from whitespo.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2211383525000681/pdfft?md5=fe7f50c305ebf0059e8e02213fcc50e5&pid=1-s2.0-S2211383525000681-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34790,2025/Martins.etal.2025.Hypoxia impairs survival alters immune iron metabolism gene.pdf,2025,https://www.sciencedirect.com/science/article/pii/S1095643325001035/pdfft?md5=a617885f39d57d6773e5bbec66380a5e&pid=1-s2.0-S1095643325001035-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34328,2025/Matley.etal.2025.Where giants roam importance remote islands seamount.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625000832/pdfft?md5=871507e569d0cff36eaf6ba154d16c3e&pid=1-s2.0-S0141113625000832-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34965,2025/McClusky.etal.2025.early recovery phase from spontane testicular degenera blue.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0040816625004215/pdfft?md5=15368676be737fdc1d35e93a46e257c5&pid=1-s2.0-S0040816625004215-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34469,2025/McCormack.etal.2025.Miocene marine vertebrate trophic ecology reveals megatooth.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0012821X25001918/pdfft?md5=945e9499369acd308e03ce118612ce84&pid=1-s2.0-S0012821X25001918-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34237,2025/Merson.etal.2025.eDNA metabarc detection nearshore juvenile white sharks.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0022098125000048/pdfft?md5=01e1436bc166669026896037bd86c480&pid=1-s2.0-S0022098125000048-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34487,2025/Mollier.etal.2025.Both environm conditions fisher behaviour influence.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0165783625001158/pdfft?md5=6a4c94cf48cd40c582fcb9e396c60ed2&pid=1-s2.0-S0165783625001158-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33993,2025/Nijman.etal.2025.Limited support Global North-Gl South inequality regulating.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0308597X24004433/pdfft?md5=06fe07c6d121d58ed6a686a7d074844c&pid=1-s2.0-S0308597X24004433-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34856,2025/Otero.etal.2025.New Paleogene records cartilag fishes Chondrichthyes from.pdf,2025,https://peerj.com/articles/19996.pdf,error,HTTP 400,2025-10-21 21:11:36
34897,2025/Partarrieu.etal.2025.Plio-Ple water cooling southeas Pacific Ocean Insights from.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2095383625000756/pdfft?md5=195600ca692e5b70ab26e0e388c2fdfe&pid=1-s2.0-S2095383625000756-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34332,2025/Pasalari.etal.2025.Micropla footprints sharks rays First assessment micropla.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0025326X25000189/pdfft?md5=c225c27ada666447e96e22da3e4e86f5&pid=1-s2.0-S0025326X25000189-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33996,2025/PeixotoRodrigues.etal.2025.Shark-on-a-dish Elasmobranch cell cultures promising tool.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0025326X24013262/pdfft?md5=a5598df053cf57d60b9f639b2fbb8fe5&pid=1-s2.0-S0025326X24013262-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34002,2025/PeñaCutimbo.etal.2025.Comparat feeding analysis between Chilean eagle ray.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2352485524005486/pdfft?md5=f308befafcccf905906af6a659e0b26f&pid=1-s2.0-S2352485524005486-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34602,2025/PeñaCutimbo.etal.2025.Corrigen Comparat feeding analysis between Chilean eagle.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2352485525001732/pdfft?md5=0856a9b67b348817ddda312919bb47dd&pid=1-s2.0-S2352485525001732-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34860,2025/Pichot.etal.2025.Mesophotic protected habitats refugia most at-risk.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0006320725004082/pdfft?md5=9b558ec24f5324570208ebf9cc291e45&pid=1-s2.0-S0006320725004082-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34250,2025/Prabakaran.etal.2025.Heavy metal contamin marine fish from Andaman sea Influence.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0025326X24012761/pdfft?md5=8929ccf180b3cf51d6208e79abdc469f&pid=1-s2.0-S0025326X24012761-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34892,2025/Pytka.etal.2025.Survival rates commercial elasmobranch species exploring.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0301479725026982/pdfft?md5=2c2c18de765500b9c82dde995a0d7fd3&pid=1-s2.0-S0301479725026982-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34470,2025/Reinero.etal.2025.First insights into social behavioral patterns between.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0376635725000786/pdfft?md5=dac93f23d12221d50ead9b0703256a16&pid=1-s2.0-S0376635725000786-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34474,2025/Roa.etal.2025.Coordina between glycogen metabolism pH regulation stingray.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0006291X25005650/pdfft?md5=cfd07d230739d34b14f0b64bcbc9726e&pid=1-s2.0-S0006291X25005650-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34880,2025/Robins.etal.2025.inner ear Port Jackson shark Heterodo portusja morphome.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0378595525001868/pdfft?md5=3d466d885922cccdc1d2595f32264d62&pid=1-s2.0-S0378595525001868-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34726,2025/Rodrigues.etal.2025.Geograph variation mitogeno largetooth sawfish Pristis.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2351989425003580/pdfft?md5=b5510cbc38a620e07391321584fd2a3e&pid=1-s2.0-S2351989425003580-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34888,2025/Rohner.etal.2025.Important Shark Ray Areas can inform conservation planning.pdf,2025,https://www.sciencedirect.com/science/article/pii/S2589004225014531/pdfft?md5=695bea80f52f576c4b35d9abf475170c&pid=1-s2.0-S2589004225014531-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34326,2025/Ríos.etal.2025.Characte behaviour bait-att blue sharks Prionace glauca.pdf,2025,https://www.int-res.com/articles/meps2025/753/m753p137.pdf,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34608,2025/PiniFitzsimmons.etal.2025.Sympatric ray species show different temporal patterns.pdf,2025,https://www.publish.csiro.au/wr/pdf/WR24207,error,HTTP 500,2025-10-21 21:11:36
34903,2025/Valenzisi.etal.2025.Assessing soundsca critically endangered grey nurse shark.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0141113625004957/pdfft?md5=64ecde6f854bdd24ec98bee92b368454&pid=1-s2.0-S0141113625004957-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34634,2025/Vaughan.etal.2025.rare discovery new Loimos species Monocoty Loimoinae from.pdf,2025,https://doi.org/10.1017/S0022149X25100370,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34712,2025/Weeks.etal.2025.Microver from Rhaetian neptunian dyke Holwell Somerset.pdf,2025,https://www.sciencedirect.com/science/article/pii/S0016787825000215/pdfft?md5=f76e68594ac5ee8c7df0f2b55583cb02&pid=1-s2.0-S0016787825000215-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34963,2025/Werry.etal.2025.ecological risk assessment impacts offshore wind farms.pdf,2025,https://www.sciencedirect.com/science/article/pii/S235198942500407X/pdfft?md5=561ea097070ac2304ca75e268211ed4a&pid=1-s2.0-S235198942500407X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34478,2025/Zampieri.etal.2025.Individu modelling fine-tune management measures commercial.pdf,2025,https://www.sciencedirect.com/science/article/pii/S1574954125001566/pdfft?md5=dfdbb63e026671b67ee75572275f3795&pid=1-s2.0-S1574954125001566-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33221,2024/Adebowale.etal.2024.Bioaccum trace element toxicity commerci harvested bronze.pdf,2024,https://www.sciencedirect.com/science/article/pii/S030881462401731X/pdfft?md5=3ceee16c1109e0b6d9883a57ebb651b4&pid=1-s2.0-S030881462401731X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
32622,2024/Afonso.etal.2024.Humans influence shark behavior Evidence from COVID-19.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0964569123004908/pdfft?md5=8a4b30be8e840195ce7218a0257f55ac&pid=1-s2.0-S0964569123004908-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33459,2024/Arimura.etal.2024.Functional characte follicle hormone luteiniz hormone.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0016648024001035/pdfft?md5=aac52ad87174812c90c0f8a8d2479963&pid=1-s2.0-S0016648024001035-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33056,2024/Arnoldi.etal.2024.Salmon shark seasonal site fidelity demonstr influence.pdf,2024,https://www.int-res.com/articles/meps2024/735/m735p125.pdf,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34338,2024/ArnésUrgellés.etal.2024.Ontogene feeding shifts two thresher shark species.pdf,2024,https://peerj.com/articles/18681.pdf,error,HTTP 400,2025-10-21 21:11:36
33345,2024/Barreto.etal.2024.Genetic variabil population structure two sympatric cownose.pdf,2024,https://peerj.com/articles/17700.pdf,error,HTTP 400,2025-10-21 21:11:36
32687,2024/Biquet.etal.2024.Toothed whale shark depredat bycatch longline fishery.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0165783623003211/pdfft?md5=9df0eb0d6bf35645b90e8d0904cfc560&pid=1-s2.0-S0165783623003211-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33571,2024/Blake.etal.2024.Microver from Lower Greensand Group Lower Cretaceous.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0016787824000452/pdfft?md5=b740d183e39dff6e99169e2cf39ba72f&pid=1-s2.0-S0016787824000452-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33209,2024/Bowlby.etal.2024.Ecological conclusi remain unchanged white sharks South.pdf,2024,https://www.sciencedirect.com/science/article/pii/S1470160X24006174/pdfft?md5=f7aba2706c179d181e8615647f9aca1a&pid=1-s2.0-S1470160X24006174-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33546,2024/Bouyoucos.etal.2024.No effects abiotic anthropo factors reef-ass neonate shark.pdf,2024,https://www.publish.csiro.au/mf/pdf/MF24080,error,HTTP 500,2025-10-21 21:11:36
33136,2024/Brunjes.etal.2024.Genomic population structure great hammerhead sharks.pdf,2024,https://www.publish.csiro.au/mf/pdf/MF23236,error,HTTP 500,2025-10-21 21:11:36
33462,2024/Chagas.etal.2024.Diversity ecological relation Cestoda Monogeno parasites.pdf,2024,https://www.sciencedirect.com/science/article/pii/S2213224424000646/pdfft?md5=bf3b953f80bf3d18c2a1cc18da58828d&pid=1-s2.0-S2213224424000646-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
34260,2024/Cerqueira.etal.2024.movement distribu pregnant spotted ragged-t sharks.pdf,2024,https://peerj.com/articles/18736.pdf,error,HTTP 400,2025-10-21 21:11:36
33302,2024/Clarke.etal.2024.assessment post-cap condition survival Rajidae caught fixed.pdf,2024,https://www.sciencedirect.com/science/article/pii/S016578362400105X/pdfft?md5=4b6dd4b2ea40c69fa88aeb80f171030b&pid=1-s2.0-S016578362400105X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33612,2024/ClarkShen.etal.2024.life history diet death blackspot shark Carcharh sealei.pdf,2024,https://www.publish.csiro.au/mf/pdf/MF24099,error,HTTP 500,2025-10-21 21:11:36
33220,2024/Coscueta.etal.2024.Turning discarded blue shark Prionace glauca skin into.pdf,2024,https://www.sciencedirect.com/science/article/pii/S2212429224009027/pdfft?md5=45c61c74e87cf6f07a7a184880fb5fd8&pid=1-s2.0-S2212429224009027-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33253,2024/Costa.etal.2024.Trait-ba insights into sustaina fisheries four-dec perspect.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0048969724034181/pdfft?md5=c418a5c9512ab6d49b57386acf333277&pid=1-s2.0-S0048969724034181-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33150,2024/Coulon.etal.2024.Shark critical life stage vulnerab monthly temperat.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0141113624001922/pdfft?md5=8a46e549aebb01bfb963a791a3159a6b&pid=1-s2.0-S0141113624001922-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33611,2024/Cross.etal.2024.Spatial temporal variation marine megafauna off coastal.pdf,2024,https://www.publish.csiro.au/mf/pdf/MF24094,error,HTTP 500,2025-10-21 21:11:36
33293,2024/Debaere.etal.2024.lunar cycle does not influence catch rates foraging success.pdf,2024,https://link.springer.com/content/pdf/10.1007/s00338-024-02534-4.pdf,error,Not a valid PDF (got text/html; charset=utf-8),2025-10-21 21:11:36
34242,2024/Davis.etal.2024.Ocean warming projected increase ecotourism opportun.pdf,2024,https://www.publish.csiro.au/mf/pdf/MF24094,error,HTTP 500,2025-10-21 21:11:36
33479,2024/Durbin.etal.2024.Onset Rhaetian Transgre deep waters Lilstock North Somerset.pdf,2024,https://www.sciencedirect.com/science/article/pii/S001678782400004X/pdfft?md5=c16b25556519aa6393408d6cab700923&pid=1-s2.0-S001678782400004X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33095,2024/Edwards.etal.2024.multi-sc tracking approach conserving large migratory fish.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0272771424001252/pdfft?md5=15366af9d397ba275be9c9c8b02ca794&pid=1-s2.0-S0272771424001252-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
32554,2024/Espinoza.etal.2024.Characte species composit small-sc shark fishery Puerto.pdf,2024,https://www.sciencedirect.com/science/article/pii/S0165783623003296/pdfft?md5=475bd6fe0453feb72feaaf32e0d93721&pid=1-s2.0-S0165783623003296-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
33032,2024/Evans.etal.2024.Microver from basal Rhaetian Bone Bed Late Triassic.pdf,2024,https://www.sciencedirect.com/science/article/pii/S001678782400018X/pdfft?md5=eb533cee1e0ef14febab32a522463a57&pid=1-s2.0-S001678782400018X-main.pdf,error,Not a valid PDF (got text/html),2025-10-21 21:11:36
